               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,            0.031045,            0.028364,           0.0077199,             0.71205,             0.72475,             0.75468,             0.47442,            0.040264,            0.031165,             0.01246,            0.006073,            0.006073,            0.006073
                 121,            0.030421,            0.027719,           0.0074319,             0.73859,             0.70306,             0.75461,             0.49788,            0.040103,            0.031841,            0.014708,             0.00604,             0.00604,             0.00604
                 122,            0.030157,             0.02747,           0.0072119,             0.75105,             0.66637,             0.73444,             0.46695,            0.039028,            0.032974,            0.015983,            0.006007,            0.006007,            0.006007
                 123,            0.029575,            0.026974,           0.0070287,             0.68212,               0.643,             0.69142,             0.44907,            0.042913,            0.031651,            0.021465,            0.005974,            0.005974,            0.005974
                 124,            0.030578,             0.02806,           0.0073168,             0.76422,              0.6887,             0.75083,             0.49176,            0.040347,            0.030273,            0.018016,            0.005941,            0.005941,            0.005941
                 125,            0.030334,            0.026208,           0.0072369,             0.82697,             0.67805,             0.75833,              0.5105,            0.040828,            0.031275,            0.015137,            0.005908,            0.005908,            0.005908
                 126,            0.029747,            0.027516,           0.0071306,             0.71416,             0.72933,             0.74685,             0.51713,            0.039501,            0.030272,            0.016762,            0.005875,            0.005875,            0.005875
                 127,            0.029747,            0.027844,           0.0069453,             0.69475,             0.71444,             0.75093,             0.49324,            0.040135,            0.031619,            0.017202,            0.005842,            0.005842,            0.005842
                 128,            0.029925,            0.026985,           0.0069366,             0.76557,             0.72942,             0.75442,             0.49284,             0.04081,            0.032614,            0.014824,            0.005809,            0.005809,            0.005809
                 129,            0.029769,            0.027001,           0.0065852,             0.73452,             0.68084,             0.71075,             0.46187,            0.044499,            0.032983,            0.018623,            0.005776,            0.005776,            0.005776
                 130,             0.02973,            0.027495,           0.0070522,             0.69344,             0.70658,             0.73949,             0.49746,            0.040816,            0.032473,            0.014262,            0.005743,            0.005743,            0.005743
                 131,            0.028827,            0.027421,           0.0063908,             0.79929,              0.6973,             0.76344,             0.51409,             0.04015,            0.032186,            0.015926,             0.00571,             0.00571,             0.00571
                 132,            0.029194,            0.027063,           0.0070076,             0.77088,             0.67451,             0.73882,             0.49615,            0.040582,            0.031334,            0.016803,            0.005677,            0.005677,            0.005677
                 133,            0.029305,            0.026113,           0.0065538,             0.74855,             0.70435,             0.73548,             0.51412,            0.039738,            0.032338,            0.014792,            0.005644,            0.005644,            0.005644
                 134,            0.028691,            0.025857,           0.0067384,             0.68121,             0.71176,             0.74318,             0.50788,            0.039664,             0.03214,            0.016377,            0.005611,            0.005611,            0.005611
                 135,            0.028354,            0.026305,           0.0063357,             0.72652,             0.71291,             0.75104,             0.50661,            0.039996,            0.032043,            0.019872,            0.005578,            0.005578,            0.005578
                 136,            0.028837,             0.02598,           0.0066159,             0.82266,             0.67026,              0.7589,             0.53247,            0.040198,            0.030501,            0.016289,            0.005545,            0.005545,            0.005545
                 137,            0.028602,            0.026478,           0.0061344,             0.76527,             0.71112,             0.75459,             0.50469,            0.039811,            0.031083,            0.015094,            0.005512,            0.005512,            0.005512
                 138,            0.028302,            0.026963,           0.0063061,             0.73885,             0.69662,             0.73003,             0.46442,            0.041905,            0.033713,            0.015669,            0.005479,            0.005479,            0.005479
                 139,            0.028512,            0.026216,           0.0064306,             0.82707,             0.71444,             0.77682,             0.54288,            0.039135,            0.030075,            0.015174,            0.005446,            0.005446,            0.005446
                 140,            0.029001,             0.02643,           0.0064353,             0.71902,             0.70681,             0.72209,             0.44352,            0.043544,            0.033766,            0.016155,            0.005413,            0.005413,            0.005413
                 141,            0.028247,            0.026055,           0.0063162,              0.7861,             0.70867,             0.77808,             0.53758,            0.039202,            0.030015,            0.013829,             0.00538,             0.00538,             0.00538
                 142,            0.028253,            0.025494,           0.0063802,             0.78232,             0.67111,             0.73482,             0.50439,            0.039695,            0.031703,            0.016589,            0.005347,            0.005347,            0.005347
                 143,            0.027331,            0.026387,           0.0062183,             0.74307,             0.66394,              0.7122,             0.46991,            0.043007,            0.033098,            0.014072,            0.005314,            0.005314,            0.005314
                 144,            0.027926,            0.025263,           0.0059843,             0.74554,              0.6881,             0.74857,             0.50669,            0.040846,            0.031356,            0.015691,            0.005281,            0.005281,            0.005281
                 145,            0.027858,            0.024773,           0.0060723,             0.70516,             0.73131,              0.7543,             0.49853,            0.040642,            0.031381,            0.015748,            0.005248,            0.005248,            0.005248
                 146,            0.027739,            0.025635,           0.0061455,             0.84591,             0.69558,             0.78644,             0.52965,            0.039761,            0.029367,            0.017024,            0.005215,            0.005215,            0.005215
